Date,ETR
2008-04-18,755
2008-04-19,759
2008-04-20,763
2008-04-21,767
2008-04-22,771
2008-04-23,775
2008-04-24,778
2008-04-25,782
2008-04-26,786
2008-04-27,789
2008-04-28,793
2008-04-29,796
2008-04-30,799
2008-05-01,803
2008-05-02,806
2008-05-03,809
2008-05-04,812
2008-05-05,815
2008-05-06,818
2008-05-07,820
2008-05-08,823
2008-05-09,826
2008-05-10,828
2008-05-11,831
2008-05-12,833
2008-05-13,836
2008-05-14,838
2008-05-15,840
2008-05-16,842
2008-05-17,844
2008-05-18,846
2008-05-19,849
2008-05-20,850
2008-05-21,852
2008-05-22,854
2008-05-23,855
2008-05-24,857
2008-05-25,859
2008-05-26,860
2008-05-27,861
2008-05-28,863
2008-05-29,864
2008-05-30,865
2008-05-31,866
2008-06-01,867
2008-06-02,868
2008-06-03,869
2008-06-04,870
2008-06-05,871
2008-06-06,872
2008-06-07,872
2008-06-08,873
2008-06-09,874
2008-06-10,874
2008-06-11,874
2008-06-12,875
2008-06-13,875
2008-06-14,875
2008-06-15,875
2008-06-16,875
2008-06-17,876
2008-06-18,876
2008-06-19,876
2008-06-20,876
2008-06-21,875
2008-06-22,875
2008-06-23,875
2008-06-24,874
2008-06-25,874
2008-06-26,873
2008-06-27,873
2008-06-28,872
2008-06-29,872
2008-06-30,871
2008-07-01,870
2008-07-02,869
2008-07-03,868
2008-07-04,868
2008-07-05,866
2008-07-06,866
2008-07-07,864
2008-07-08,863
2008-07-09,862
2008-07-10,860
2008-07-11,859
2008-07-12,858
2008-07-13,856
2008-07-14,855
2008-07-15,853
2008-07-16,852
2008-07-17,850
2008-07-18,848
2008-07-19,846
2008-07-20,844
2008-07-21,842
2008-07-22,840
2008-07-23,838
2008-07-24,836
2008-07-25,834
2008-07-26,832
2008-07-27,830
2008-07-28,827
2008-07-29,825
2008-07-30,822
2008-07-31,820
2008-08-01,817
2008-08-02,814
2008-08-03,812
2008-08-04,809
2008-08-05,806
2008-08-06,803
2008-08-07,800
2008-08-08,797
2008-08-09,794
2008-08-10,791
2008-08-11,788
2008-08-12,785
2008-08-13,781
2008-08-14,778
2008-08-15,774
2008-08-16,771
2008-08-17,767
2008-08-18,764
